source_file	source_enum	source_line	starting_members	retained_members	reused_or_moved_members	reason	members
include/BASE/mouseManager.h	MouseCursorType	13	5	5	0	Cursor types and cursor-file layout are distinct; only framebuffer dimensions are shared with drawing.	"[{""name"":""MOUSE_INVALID_CURSOR_TYPE"",""retail"":-1,""strict"":-1},{""name"":""MOUSE_AUTO_CURSOR_TYPE"",""retail"":-999,""strict"":-999},{""name"":""MOUSE_CURSOR_ADVENTURE"",""retail"":0,""strict"":0},{""name"":""MOUSE_CURSOR_COMBAT"",""retail"":1,""strict"":1},{""name"":""MOUSE_CURSOR_SPELL"",""retail"":2,""strict"":2}]"
include/BASE/mouseManager.h	MouseManagerConstant	64	28	26	2	Cursor types and cursor-file layout are distinct; only framebuffer dimensions are shared with drawing.	"[{""name"":""MOUSE_CURSOR_COUNT"",""retail"":96,""strict"":96},{""name"":""MOUSE_CURSOR_TYPE_SLOT_COUNT"",""retail"":3,""strict"":3},{""name"":""MOUSE_CURSOR_HORIZONTAL"",""retail"":0,""strict"":0},{""name"":""MOUSE_CURSOR_VERTICAL"",""retail"":1,""strict"":1},{""name"":""MOUSE_CURSOR_AXIS_COUNT"",""retail"":2,""strict"":2},{""name"":""MOUSE_SCREEN_WIDTH"",""retail"":640,""strict"":640,""target"":{""file"":""include/BASE/display.h"",""enum"":""LogicalScreenConstant"",""name"":""LOGICAL_SCREEN_WIDTH""},""reason"":""Same fixed logical framebuffer dimension or inclusive framebuffer bound.""},{""name"":""MOUSE_SCREEN_HEIGHT"",""retail"":480,""strict"":480,""target"":{""file"":""include/BASE/display.h"",""enum"":""LogicalScreenConstant"",""name"":""LOGICAL_SCREEN_HEIGHT""},""reason"":""Same fixed logical framebuffer dimension or inclusive framebuffer bound.""},{""name"":""MOUSE_SCREEN_CENTER_X"",""retail"":320,""strict"":320},{""name"":""MOUSE_SCREEN_CENTER_Y"",""retail"":240,""strict"":240},{""name"":""MOUSE_SAVED_BITMAP_WIDTH"",""retail"":66,""strict"":66},{""name"":""MOUSE_SAVED_BITMAP_HEIGHT"",""retail"":64,""strict"":64},{""name"":""MOUSE_CURSOR_BITMAP_WIDTH"",""retail"":32,""strict"":32},{""name"":""MOUSE_CURSOR_MASK_HEIGHT"",""retail"":64,""strict"":64},{""name"":""MOUSE_CURSOR_MASK_ROW_BYTES"",""retail"":4,""strict"":4},{""name"":""MOUSE_CURSOR_COLOR_BYTES"",""retail"":1024,""strict"":1024},{""name"":""MOUSE_CURSOR_AND_BYTES"",""retail"":256,""strict"":256},{""name"":""MOUSE_CURSOR_MASK_PLANE_BYTES"",""retail"":128,""strict"":128},{""name"":""MOUSE_CURSOR_BITMAP_HEADER_BYTES"",""retail"":6,""strict"":6},{""name"":""MOUSE_CURSOR_BITMAP_PLANES"",""retail"":1,""strict"":1},{""name"":""MOUSE_CURSOR_BITMAP_BITS_PER_PIXEL"",""retail"":1,""strict"":1},{""name"":""MOUSE_CURSOR_MASK_BITS_PER_BYTE"",""retail"":8,""strict"":8},{""name"":""MOUSE_CURSOR_MASK_HIGH_BIT"",""retail"":7,""strict"":7},{""name"":""MOUSE_SPELL_CURSOR_HOTSPOT"",""retail"":15,""strict"":15},{""name"":""MOUSE_MANAGER_MESSAGE_MASK"",""retail"":64,""strict"":64},{""name"":""MOUSE_INVALID_CURSOR_FRAME"",""retail"":-1,""strict"":-1},{""name"":""MOUSE_DEFAULT_HOTSPOT"",""retail"":-1,""strict"":-1},{""name"":""MOUSE_RELOAD_CURSOR_FRAME"",""retail"":-99,""strict"":-99},{""name"":""MOUSE_KEEP_CURRENT_FRAME"",""retail"":1000,""strict"":1000}]"
include/BASE/palette.h	PaletteConstant	7	1	1	0	RGB palette layout has a shared owner; channel indices remain a typed domain.	"[{""name"":""PALETTE_DATA_SIZE"",""retail"":768,""strict"":768}]"
include/BASE/palette.h	PaletteChannel	11	4	4	0	RGB palette layout has a shared owner; channel indices remain a typed domain.	"[{""name"":""PALETTE_CHANNEL_RED"",""retail"":0,""strict"":0},{""name"":""PALETTE_CHANNEL_GREEN"",""retail"":1,""strict"":1},{""name"":""PALETTE_CHANNEL_BLUE"",""retail"":2,""strict"":2},{""name"":""PALETTE_CHANNEL_COUNT"",""retail"":3,""strict"":3}]"
include/BASE/resource.h	ResourceCategory	7	6	6	0	Resource categories, reference-count states and aggregate layout are independent resource-manager contracts.	"[{""name"":""RESOURCE_CATEGORY_BITMAP"",""retail"":0,""strict"":0},{""name"":""RESOURCE_CATEGORY_ICON"",""retail"":1,""strict"":1},{""name"":""RESOURCE_CATEGORY_PALETTE"",""retail"":2,""strict"":2},{""name"":""RESOURCE_CATEGORY_TILESET"",""retail"":3,""strict"":3},{""name"":""RESOURCE_CATEGORY_FONT"",""retail"":5,""strict"":5},{""name"":""RESOURCE_CATEGORY_SAMPLE"",""retail"":6,""strict"":6}]"
include/BASE/resource.h	ResourceReferenceCount	16	3	3	0	Resource categories, reference-count states and aggregate layout are independent resource-manager contracts.	"[{""name"":""RESOURCE_REFERENCE_UNMANAGED"",""retail"":-1,""strict"":-1},{""name"":""RESOURCE_REFERENCE_EMPTY"",""retail"":0,""strict"":0},{""name"":""RESOURCE_REFERENCE_INITIAL"",""retail"":1,""strict"":1}]"
include/BASE/resourceManager.h	ResourceManagerLayoutConstant	25	3	3	0	Resource categories, reference-count states and aggregate layout are independent resource-manager contracts.	"[{""name"":""RESOURCE_MANAGER_AGGREGATE_LIMIT"",""retail"":2,""strict"":2},{""name"":""RESOURCE_MANAGER_READ13_BYTES"",""retail"":13,""strict"":13},{""name"":""RESOURCE_MANAGER_FILENAME_CAPACITY"",""retail"":1000,""strict"":1000}]"
include/BASE/sampleData.h	SampleAudioFormat	6	4	4	0	Audio format bits, playback rates, Miles storage, MIDI catalog and driver/volume storage are independent units and formats.	"[{""name"":""FORMAT_MONO"",""retail"":0,""strict"":0},{""name"":""FORMAT_8_BIT"",""retail"":0,""strict"":0},{""name"":""FORMAT_16_BIT"",""retail"":1,""strict"":1},{""name"":""FORMAT_STEREO"",""retail"":2,""strict"":2}]"
include/BASE/sampleData.h	SamplePlaybackRate	14	3	3	0	Audio format bits, playback rates, Miles storage, MIDI catalog and driver/volume storage are independent units and formats.	"[{""name"":""RATE_11025"",""retail"":11025,""strict"":11025},{""name"":""RATE_22050"",""retail"":22050,""strict"":22050},{""name"":""RATE_44100"",""retail"":44100,""strict"":44100}]"
include/BASE/soundBackends.h	MilesSampleStorageConstant	10	1	1	0	Audio format bits, playback rates, Miles storage, MIDI catalog and driver/volume storage are independent units and formats.	"[{""name"":""MILES_SAMPLE_HANDLE_STORAGE_COUNT"",""retail"":16,""strict"":16}]"
include/BASE/soundManager.h	MidiTrackConstant	8	2	2	0	Audio format bits, playback rates, Miles storage, MIDI catalog and driver/volume storage are independent units and formats.	"[{""name"":""MIDI_NO_TRACK"",""retail"":-1,""strict"":-1},{""name"":""MIDI_TRACK_COUNT"",""retail"":60,""strict"":60}]"
include/BASE/soundManager.h	SoundStorageConstant	13	3	3	0	Audio format bits, playback rates, Miles storage, MIDI catalog and driver/volume storage are independent units and formats.	"[{""name"":""SOUND_CHANNEL_VOLUME_CAPACITY"",""retail"":20,""strict"":20},{""name"":""DIGITAL_DRIVER_NAME_COUNT"",""retail"":14,""strict"":14},{""name"":""SOUND_CHANNEL_TYPE_COUNT"",""retail"":4,""strict"":4}]"
include/BASE/soundManager.h	SoundVolumeConversionMode	19	2	2	0	Volume conversion, sample operations, status queries and backend selection use separate API channels; equality alone does not merge them.	"[{""name"":""SOUND_VOLUME_EFFECT"",""retail"":100,""strict"":100},{""name"":""SOUND_VOLUME_MUSIC"",""retail"":101,""strict"":101}]"
include/BASE/soundManager.h	SoundSampleOperation	24	4	4	0	Volume conversion, sample operations, status queries and backend selection use separate API channels; equality alone does not merge them.	"[{""name"":""SOUND_SAMPLE_OPERATION_VOLUME"",""retail"":1,""strict"":1},{""name"":""SOUND_SAMPLE_OPERATION_START"",""retail"":5,""strict"":5},{""name"":""SOUND_SAMPLE_OPERATION_EFFECT_VOLUME"",""retail"":100,""strict"":100},{""name"":""SOUND_SAMPLE_OPERATION_MUSIC_VOLUME"",""retail"":101,""strict"":101}]"
include/BASE/soundManager.h	SoundDigitalReportQuery	31	2	2	0	Volume conversion, sample operations, status queries and backend selection use separate API channels; equality alone does not merge them.	"[{""name"":""SOUND_DIGITAL_REPORT_VOLUME"",""retail"":1,""strict"":1},{""name"":""SOUND_DIGITAL_REPORT_PLAYING"",""retail"":4,""strict"":4}]"
include/BASE/soundManager.h	SoundBackendKind	49	3	3	0	Volume conversion, sample operations, status queries and backend selection use separate API channels; equality alone does not merge them.	"[{""name"":""SOUND_BACKEND_AUDIERE"",""retail"":0,""strict"":0},{""name"":""SOUND_BACKEND_MILES"",""retail"":1,""strict"":1},{""name"":""SOUND_BACKEND_NONE"",""retail"":2,""strict"":2}]"
include/BASE/textEntryWidget.h	TextEntryReadMode	10	5	5	0	Text-entry record variants and pixel insets are separate format/layout concepts.	"[{""name"":""TEXT_ENTRY_READ_DEFAULT"",""retail"":1,""strict"":1},{""name"":""TEXT_ENTRY_READ_RECT"",""retail"":2,""strict"":2},{""name"":""TEXT_ENTRY_READ_MULTILINE"",""retail"":3,""strict"":3},{""name"":""TEXT_ENTRY_READ_INSET_FIVE"",""retail"":4,""strict"":4},{""name"":""TEXT_ENTRY_READ_INSET_FOUR"",""retail"":5,""strict"":5}]"
include/BASE/textEntryWidget.h	TextEntryLayout	18	1	1	0	Text-entry record variants and pixel insets are separate format/layout concepts.	"[{""name"":""TEXT_ENTRY_LAYOUT_INSET"",""retail"":4,""strict"":4}]"
include/BASE/widget.h	WidgetFlag	21	7	7	0	Widget flags, construction kinds and command arguments differ. Argument 4096 is translated to dimmed bit 8, not grayed bit 4096.	"[{""name"":""WIDGET_FLAG_NONE"",""retail"":0,""strict"":0},{""name"":""WIDGET_FLAG_SELECTED"",""retail"":1,""strict"":1},{""name"":""WIDGET_FLAG_ENABLED"",""retail"":2,""strict"":2},{""name"":""WIDGET_FLAG_DRAW"",""retail"":4,""strict"":4},{""name"":""WIDGET_FLAG_DIMMED"",""retail"":8,""strict"":8},{""name"":""WIDGET_FLAG_GRAYED"",""retail"":4096,""strict"":4096},{""name"":""WIDGET_FLAG_UPDATE"",""retail"":16384,""strict"":16384}]"
include/BASE/widget.h	WidgetCommandArgument	32	1	1	0	Widget flags, construction kinds and command arguments differ. Argument 4096 is translated to dimmed bit 8, not grayed bit 4096.	"[{""name"":""WIDGET_COMMAND_DIMMED"",""retail"":4096,""strict"":4096}]"
include/BASE/widgetKind.h	WidgetKind	6	13	13	0	Widget flags, construction kinds and command arguments differ. Argument 4096 is translated to dimmed bit 8, not grayed bit 4096.	"[{""name"":""WIDGET_KIND_NONE"",""retail"":0,""strict"":0},{""name"":""WIDGET_KIND_TRANSPARENT"",""retail"":1,""strict"":1},{""name"":""WIDGET_KIND_DEFAULT"",""retail"":2,""strict"":2},{""name"":""WIDGET_KIND_UNDIMMED"",""retail"":8,""strict"":8},{""name"":""WIDGET_KIND_ICON_DIRECT"",""retail"":16,""strict"":16},{""name"":""WIDGET_KIND_ICON_CENTERED"",""retail"":17,""strict"":17},{""name"":""WIDGET_KIND_ICON_FILL"",""retail"":128,""strict"":128},{""name"":""WIDGET_KIND_TEXT"",""retail"":512,""strict"":512},{""name"":""WIDGET_KIND_SOLID"",""retail"":1024,""strict"":1024},{""name"":""WIDGET_KIND_BITMAP"",""retail"":2048,""strict"":2048},{""name"":""WIDGET_KIND_ICON"",""retail"":2049,""strict"":2049},{""name"":""WIDGET_KIND_AUTO_REPEAT"",""retail"":4096,""strict"":4096},{""name"":""WIDGET_KIND_TEXT_ENTRY"",""retail"":16384,""strict"":16384}]"
include/EDITOR/mapcell.h	MapCellFlag	8	2	2	0	Map sprite flags and sentinel widths remain distinct; contextual tileset aliases select the identical resource ID.	"[{""name"":""MAP_CELL_OBJECT_SHADOW_ONLY"",""retail"":128,""strict"":128},{""name"":""MAP_CELL_OCCUPIED"",""retail"":8,""strict"":8}]"
include/EDITOR/mapcell.h	MapCellSentinel	13	2	2	0	Map sprite flags and sentinel widths remain distinct; contextual tileset aliases select the identical resource ID.	"[{""name"":""MAPCELL_SPRITE_NONE"",""retail"":255,""strict"":255},{""name"":""MAPCELL_EXTRA_FREE"",""retail"":65535,""strict"":65535}]"
include/EDITOR/mapcell.h	TilesetId	18	61	53	8	Map sprite flags and sentinel widths remain distinct; contextual tileset aliases select the identical resource ID.	"[{""name"":""TILESET_NONE"",""retail"":0,""strict"":0},{""name"":""TILESET_OBJNHAUN"",""retail"":10,""strict"":10},{""name"":""TILESET_OBJNARTI"",""retail"":11,""strict"":11},{""name"":""TILESET_MONS32"",""retail"":12,""strict"":12},{""name"":""TILESET_ART32"",""retail"":13,""strict"":13},{""name"":""TILESET_FLAG32"",""retail"":14,""strict"":14},{""name"":""TILESET_RESSMALL"",""retail"":15,""strict"":15},{""name"":""TILESET_HOURGLAS"",""retail"":16,""strict"":16},{""name"":""TILESET_ROUTE"",""retail"":17,""strict"":17},{""name"":""TILESET_STONBACK"",""retail"":19,""strict"":19},{""name"":""TILESET_MINIMON"",""retail"":20,""strict"":20},{""name"":""TILESET_MINIHERO"",""retail"":21,""strict"":21},{""name"":""TILESET_MTNSNOW"",""retail"":22,""strict"":22},{""name"":""TILESET_MTNSWMP"",""retail"":23,""strict"":23},{""name"":""TILESET_MTNLAVA"",""retail"":24,""strict"":24},{""name"":""TILESET_MTNDSRT"",""retail"":25,""strict"":25},{""name"":""TILESET_MTNDIRT"",""retail"":26,""strict"":26},{""name"":""TILESET_MTNMULT"",""retail"":27,""strict"":27},{""name"":""TILESET_EXTRAOVR"",""retail"":29,""strict"":29},{""name"":""TILESET_ROAD"",""retail"":30,""strict"":30},{""name"":""TILESET_MTNCRCK"",""retail"":31,""strict"":31},{""name"":""TILESET_MTNGRAS"",""retail"":32,""strict"":32},{""name"":""TILESET_TREJNGL"",""retail"":33,""strict"":33},{""name"":""TILESET_TREEVIL"",""retail"":34,""strict"":34},{""name"":""TILESET_OBJNTOWN"",""retail"":35,""strict"":35},{""name"":""TILESET_OBJNTWBA"",""retail"":36,""strict"":36},{""name"":""TILESET_OBJNTWSH"",""retail"":37,""strict"":37},{""name"":""TILESET_OBJNTWRD"",""retail"":38,""strict"":38},{""name"":""TILESET_OBJNXTRA"",""retail"":39,""strict"":39},{""name"":""TILESET_OBJNWAT2"",""retail"":40,""strict"":40},{""name"":""TILESET_OBJNMUL2"",""retail"":41,""strict"":41},{""name"":""TILESET_TRESNOW"",""retail"":42,""strict"":42},{""name"":""TILESET_TREFIR"",""retail"":43,""strict"":43},{""name"":""TILESET_TREFALL"",""retail"":44,""strict"":44},{""name"":""TILESET_STREAM"",""retail"":45,""strict"":45},{""name"":""TILESET_OBJNRSRC"",""retail"":46,""strict"":46},{""name"":""TILESET_DUMMY"",""retail"":47,""strict"":47},{""name"":""TILESET_OBJNGRA2"",""retail"":48,""strict"":48},{""name"":""TILESET_TREDECI"",""retail"":49,""strict"":49},{""name"":""TILESET_OBJNWATR"",""retail"":50,""strict"":50},{""name"":""TILESET_OBJNGRAS"",""retail"":51,""strict"":51},{""name"":""TILESET_OBJNSNOW"",""retail"":52,""strict"":52},{""name"":""TILESET_OBJNSWMP"",""retail"":53,""strict"":53},{""name"":""TILESET_OBJNLAVA"",""retail"":54,""strict"":54},{""name"":""TILESET_OBJNDSRT"",""retail"":55,""strict"":55},{""name"":""TILESET_OBJNDIRT"",""retail"":56,""strict"":56},{""name"":""TILESET_OBJNCRCK"",""retail"":57,""strict"":57},{""name"":""TILESET_OBJNLAV3"",""retail"":58,""strict"":58},{""name"":""TILESET_OBJNMULT"",""retail"":59,""strict"":59},{""name"":""TILESET_OBJNLAV2"",""retail"":60,""strict"":60},{""name"":""TILESET_X_LOC1"",""retail"":61,""strict"":61},{""name"":""TILESET_X_LOC2"",""retail"":62,""strict"":62},{""name"":""TILESET_X_LOC3"",""retail"":63,""strict"":63},{""name"":""ABANDONED_MINE_TILESET_CENTER"",""retail"":29,""strict"":29,""target"":{""file"":""include/EDITOR/mapcell.h"",""enum"":""TilesetId"",""name"":""TILESET_EXTRAOVR""},""reason"":""Same tileset ID selected in the map object sprite record.""},{""name"":""ABANDONED_MINE_TILESET_TOP_A"",""retail"":56,""strict"":56,""target"":{""file"":""include/EDITOR/mapcell.h"",""enum"":""TilesetId"",""name"":""TILESET_OBJNDIRT""},""reason"":""Same tileset ID selected in the map object sprite record.""},{""name"":""ABANDONED_MINE_TILESET_TOP_B"",""retail"":51,""strict"":51,""target"":{""file"":""include/EDITOR/mapcell.h"",""enum"":""TilesetId"",""name"":""TILESET_OBJNGRAS""},""reason"":""Same tileset ID selected in the map object sprite record.""},{""name"":""ABANDONED_MINE_TILESET_BOTTOM_A"",""retail"":26,""strict"":26,""target"":{""file"":""include/EDITOR/mapcell.h"",""enum"":""TilesetId"",""name"":""TILESET_MTNDIRT""},""reason"":""Same tileset ID selected in the map object sprite record.""},{""name"":""ABANDONED_MINE_TILESET_BOTTOM_B"",""retail"":32,""strict"":32,""target"":{""file"":""include/EDITOR/mapcell.h"",""enum"":""TilesetId"",""name"":""TILESET_MTNGRAS""},""reason"":""Same tileset ID selected in the map object sprite record.""},{""name"":""RANDOM_TOWN_OBJECT_TILESET"",""retail"":35,""strict"":35,""target"":{""file"":""include/EDITOR/mapcell.h"",""enum"":""TilesetId"",""name"":""TILESET_OBJNTOWN""},""reason"":""Same tileset ID selected in the map object sprite record.""},{""name"":""RANDOM_TOWN_OVERLAY_TILESET"",""retail"":37,""strict"":37,""target"":{""file"":""include/EDITOR/mapcell.h"",""enum"":""TilesetId"",""name"":""TILESET_OBJNTWSH""},""reason"":""Same tileset ID selected in the map object sprite record.""},{""name"":""RANDOM_TOWN_SOURCE_TILESET"",""retail"":38,""strict"":38,""target"":{""file"":""include/EDITOR/mapcell.h"",""enum"":""TilesetId"",""name"":""TILESET_OBJNTWRD""},""reason"":""Same tileset ID selected in the map object sprite record.""}]"
include/EDITOR/mapcell.h	anonymous@82	82	1	1	0	Map sprite flags and sentinel widths remain distinct; contextual tileset aliases select the identical resource ID.	"[{""name"":""TILESET_COUNT"",""retail"":64,""strict"":64}]"
include/SOURCE/ADVMGR.h	AdventureViewportConstant	13	1	1	0	Adventure viewport is a square subview, not a synonym for the full-screen height merely because both are 480.	"[{""name"":""ADVENTURE_VIEWPORT_EXTENT"",""retail"":480,""strict"":480}]"
include/SOURCE/ADVMGR.h	AdventureRemoteConstant	36	8	7	1	Adventure wire commands, durations, sound catalog, actions, draw masks, option layout and AI storage retain their owner contracts; packet capacity is shared.	"[{""name"":""ADVMGR_REMOTE_DATA_REQUEST"",""retail"":1,""strict"":1},{""name"":""ADVMGR_REMOTE_COMMAND_SAVE_GAME"",""retail"":1,""strict"":1},{""name"":""ADVMGR_REMOTE_COMMAND_POP_NET_BOX"",""retail"":11,""strict"":11},{""name"":""ADVMGR_REMOTE_COMMAND_COMBAT"",""retail"":21,""strict"":21},{""name"":""ADVMGR_REMOTE_COMMAND_PLAYER_EXIT"",""retail"":31,""strict"":31},{""name"":""ADVMGR_REMOTE_COMMAND_HOST_PLAYER_EXIT"",""retail"":33,""strict"":33},{""name"":""ADVMGR_REMOTE_COMMAND_GROUP_MAP_CHANGE"",""retail"":41,""strict"":41},{""name"":""ADVMGR_REMOTE_PAYLOAD_VIEW_SIZE"",""retail"":247,""strict"":247,""target"":{""file"":""include/SOURCE/REMOTE_TYPES.h"",""enum"":""RemoteMessageLayoutConstant"",""name"":""REMOTE_MESSAGE_PAYLOAD_SIZE""},""reason"":""Same owner storage/index, selected asset, encoded field or gameplay rule: REMOTE_MESSAGE_PAYLOAD_SIZE.""}]"
include/SOURCE/ADVMGR.h	AdventureBottomViewSharedConstant	47	1	1	0	Adventure wire commands, durations, sound catalog, actions, draw masks, option layout and AI storage retain their owner contracts; packet capacity is shared.	"[{""name"":""BOTTOM_VIEW_RESOURCE_MESSAGE_DURATION"",""retail"":5000,""strict"":5000}]"
include/SOURCE/ADVMGR.h	AdventureEnvironmentSoundId	51	30	30	0	Adventure wire commands, durations, sound catalog, actions, draw masks, option layout and AI storage retain their owner contracts; packet capacity is shared.	"[{""name"":""ADVMGR_ENVIRONMENT_SOUND_NONE"",""retail"":-1,""strict"":-1},{""name"":""ADVMGR_SOUND_BUOY"",""retail"":0,""strict"":0},{""name"":""ADVMGR_SOUND_SHIPWRECK"",""retail"":1,""strict"":1},{""name"":""ADVMGR_SOUND_COAST"",""retail"":2,""strict"":2},{""name"":""ADVMGR_SOUND_ORACLE"",""retail"":3,""strict"":3},{""name"":""ADVMGR_SOUND_STONE_LITHS"",""retail"":4,""strict"":4},{""name"":""ADVMGR_SOUND_SMALL_VOLCANO"",""retail"":5,""strict"":5},{""name"":""ADVMGR_SOUND_LAVA_POOL"",""retail"":6,""strict"":6},{""name"":""ADVMGR_SOUND_ALCHEMIST_LAB"",""retail"":7,""strict"":7},{""name"":""ADVMGR_SOUND_ALCHEMIST_LAB_ACTION"",""retail"":8,""strict"":8},{""name"":""ADVMGR_SOUND_WATER_WHEEL"",""retail"":9,""strict"":9},{""name"":""ADVMGR_SOUND_CAMPFIRE"",""retail"":10,""strict"":10},{""name"":""ADVMGR_SOUND_WINDMILL"",""retail"":11,""strict"":11},{""name"":""ADVMGR_SOUND_FOUNTAIN"",""retail"":12,""strict"":12},{""name"":""ADVMGR_SOUND_WATERING_HOLE"",""retail"":13,""strict"":13},{""name"":""ADVMGR_SOUND_STREAM"",""retail"":14,""strict"":14},{""name"":""ADVMGR_SOUND_MINE"",""retail"":15,""strict"":15},{""name"":""ADVMGR_SOUND_SAWMILL"",""retail"":16,""strict"":16},{""name"":""ADVMGR_SOUND_DAEMON_CAVE"",""retail"":17,""strict"":17},{""name"":""ADVMGR_SOUND_SHRINE"",""retail"":18,""strict"":18},{""name"":""ADVMGR_SOUND_SEAGULLS"",""retail"":19,""strict"":19},{""name"":""ADVMGR_SOUND_COASTLINE"",""retail"":20,""strict"":20},{""name"":""ADVMGR_SOUND_TAR_PIT"",""retail"":21,""strict"":21},{""name"":""ADVMGR_SOUND_TRADING_POST"",""retail"":22,""strict"":22},{""name"":""ADVMGR_SOUND_DERELICT_SHIP"",""retail"":23,""strict"":23},{""name"":""ADVMGR_SOUND_RUINS"",""retail"":24,""strict"":24},{""name"":""ADVMGR_SOUND_DWELLING"",""retail"":25,""strict"":25},{""name"":""ADVMGR_SOUND_ABANDONED_MINE"",""retail"":26,""strict"":26},{""name"":""ADVMGR_SOUND_LARGE_VOLCANO"",""retail"":27,""strict"":27},{""name"":""ADVMGR_ENVIRONMENT_SOUND_COUNT"",""retail"":28,""strict"":28}]"
