# Buka VA claim queue, harvested from branch decomp-gold-2.1-buka-attempt-1 (its NEW_VA markers).
# Every row is a remap CLAIM from the previous attempt: the function's
# PoL-line reconstruction (pol_va) was located at buka_rva in this image.
# inventory compares against config/retail_functions.csv byte_size:
#   exact = Ghidra agrees on entry+size; size-differs:<n> = entry agrees,
#   size does not; absent = Ghidra lists no function at that entry.
# Claim a row by porting the body and marking it VA(0x<va>, 0x<size>).
unit	buka_rva	size	inventory	pol_va	signature
SOURCE/Modem	0x72f68	0x6c	exact	0x0040cc30	void GUIModemCommand(char* message, char* command)
SOURCE/Modem	0x72fd4	0x7e	exact	0x0040cca9	i8 GUIModemCommandExec(void)
SOURCE/Modem	0x73052	0x61	exact	0x0040cd3e	void ModemCommand(char* command)
SOURCE/Modem	0x730b3	0x75	exact	0x0040cdcc	i8 GUIModemResponse(char* message, char* response)
SOURCE/Modem	0x73128	0xb3	exact	0x0040ce4e	i8 GUIModemResponseExec(void)
SOURCE/Modem	0x731db	0x42	exact	0x0040cf30	i32 write_buffer(char* buffer, i32 length)
SOURCE/Modem	0x7321d	0x33	exact	0x0040cf7e	i32 read_byte(void)
SOURCE/Modem	0x73250	0x1c	exact	0x0040cfc5	void write_byte(i32 value)
SOURCE/Modem	0x7326c	0x19c	exact	0x0040cfec	void Connect(void)
SOURCE/Modem	0x73408	0x1e4	exact	0x0040d1a7	i32 WaitForDirectConnect(void)
SOURCE/Modem	0x735ec	0x100	exact	0x0040d3b8	char ReadPacket(void)
SOURCE/Modem	0x736ec	0x10b	exact	0x0040d4df	void WriteModemPacket(char* buffer, i32 length)
SOURCE/NOOPT	0x79b00	0x23	exact	0x00435200	void DelayTil(i32* endTime)
SOURCE/NOOPT	0x79b23	0x1a	exact	0x00435235	void DelayMilli(i32l delay)
SOURCE/NOOPT	0x79b3d	0x21	exact	0x0043525a	void DelayTilMilli(i32l endTime)
SOURCE/Netbios	0x73830	0x10c	exact	0x004132f0	i8 InitNetHost(void)
SOURCE/Netbios	0x7394c	0x188	exact	0x00413445	i8 InitNetGuest(void)
SOURCE/Netbios	0x73ae8	0x3b	exact	0x004135f0	i8 WaitForHost(void)
SOURCE/Netbios	0x73b23	0xb3	exact	0x0041364f	i8 WaitForGuest(void)
SOURCE/Netbios	0x73bd6	0x18c	exact	0x00413738	i32 nbnet_init(void)
SOURCE/Newgame	0x754b0	0x1d2	exact	0x004b6f40	void game::GetMap(void)
SOURCE/Newgame	0x75682	0x66	exact	0x004b7115	void game::ProcessNewMap(struct SMapHeader* header)
SOURCE/Newgame	0x756e8	0x404	exact	0x004b718c	void game::InitNewGame(struct SMapHeader* header)
SOURCE/Newgame	0x75aec	0x5f	exact	0x004b761d	void game::SetupNetPlayerNames(void)
SOURCE/Newgame	0x75b4b	0xa71	exact	0x004b769e	i32 game::NewGame(void)
SOURCE/Newgame	0x765bc	0xeb	exact	0x004b8168	void game::CleanUpNewGameWindow(void)
SOURCE/Newgame	0x766a7	0x794	exact	0x004b8259	void game::InitNewGameWindow(void)
SOURCE/Newgame	0x76e3b	0x50f	exact	0x004b88d6	void game::UpdateNewGameWindow(void)
SOURCE/Newgame	0x7734a	0xd15	exact	0x004b8e72	MessageDispatchResult NewGameHandler(struct tag_message& message)
SOURCE/Newgame	0x7811b	0x35c	exact	0x004b9db8	i32 game::ProcessNGKeyPress(struct tag_message& message)
SOURCE/Newgame	0x7850e	0x104	exact	0x004ba1d0	void game::NGKPSetupDisplayString(char* text, u16 cursor)
SOURCE/Newgame	0x78612	0x8d	exact	0x004ba2ee	void game::DrawNGKPDisplayString(i32 updateScreen)
SOURCE/Newgame	0x7869f	0xc36	exact	0x004ba39c	void game::ShowScenInfo(void)
SOURCE/Newgame	0x792d5	0x19c	exact	0x004baf0d	void game::GetLossConditionText(char* text)
SOURCE/Newgame	0x79471	0x2b7	exact	0x004bb0d4	void game::GetVictoryConditionText(char* text)
SOURCE/Newgame	0x7973c	0x386	exact	0x004bb3cf	i32 game::GetSideDesc(char* text, i32 firstPlayer, i32 lastPlayer)
SOURCE/Overview	0x79ba0	0x1e1a	exact	0x00407870	void game::SetupDynamicStuff(i32 redraw, i32 updateKnob, i32 forceUpdate)
SOURCE/Overview	0x7b9e6	0x344	exact	0x00409aae	void game::SetupNewOverviewType(OverviewType overviewType, i32 redrawFrom)
SOURCE/Overview	0x7bd2a	0x77	exact	0x00409e05	void game::SetupResources(void)
SOURCE/Overview	0x7bda1	0x4b2	exact	0x00409e89	void game::Overview(void)
SOURCE/Overview	0x7c253	0x2ae	exact	0x0040a350	void game::DoKnob(void)
SOURCE/Overview	0x7c501	0x441	exact	0x0040a66f	MessageDispatchResult OverviewHandler(struct tag_message& message)
SOURCE/Overview	0x7c9b3	0x4a3	exact	0x0040ab6c	i32 game::ProcessIconSelect(i32 widgetId, i32 quickView)
SOURCE/PATH	0x7ce90	0x10d	exact	0x004bdbf0	i32 army::FindPath(
SOURCE/PATH	0x7cf9d	0x80	exact	0x004bdd3a	i32 army::ValidPath(i32 targetHex, ArmyPathTarget pathMode)
SOURCE/PATH	0x7d01d	0x63	exact	0x004bddd4	i32 army::GetMoveMask(i32 sourceHex)
SOURCE/PATH	0x7d080	0x9b	exact	0x004bde41	i32 army::GetAttackMask(i32 sourceHex, ArmyAttackTarget targetMode, i32 targetHex)
SOURCE/PATH	0x7d11b	0x20	exact	0x004bdef6	i32 army::ValidMove(CombatHexDirection direction)
SOURCE/PATH	0x7d13b	0x226	exact	0x004bdf21	i32 army::ValidMove(i32 sourceHex, CombatHexDirection direction)
SOURCE/PATH	0x7d361	0x1d8	exact	0x004be217	i32 army::ValidAttack(
SOURCE/PATH	0x7d539	0x6d	exact	0x004be48a	i32 army::GetAdjacentCellIndex(i32 sourceHex, CombatHexDirection direction)
SOURCE/PATH	0x7d5a6	0x50	exact	0x004be52f	i32 GetAdjacentCellIndexNoArmy(i32 sourceHex, CombatHexDirection direction)
SOURCE/PATH	0x7d5f6	0x3c1	exact	0x004be59d	i32 army::ValidRange(i32 targetHex)
SOURCE/PATH	0x7d9b7	0x35	exact	0x004be9e7	CombatHexDirection OppositeDirection(CombatHexDirection direction)
SOURCE/PATH	0x7d9ec	0x77e	exact	0x004bea3f	CombatHexDirection army::GetBestDirection(i32 sourceHex, i32 targetHex, i32 blockedMask)
SOURCE/PHILAI	0x7e1ef	0x187	exact	0x0043781b	void ResetHeroRVs(i32 resetAll, i32 x, i32 y)
SOURCE/PHILAI	0x7e376	0x161	exact	0x004379d0	void CheckDoMain(i32 a1, i32 doMain)
SOURCE/PHILAI	0x7e4d7	0x5	exact	0x00437b50	void ShowStatus(void) {}
SOURCE/PHILAI	0x7e4dc	0x48	exact	0x00437b60	philAI::philAI(void)
SOURCE/PHILAI	0x7e524	0x88	exact	0x00437bb5	void philAI::DoAllHeroInteractions(void)
SOURCE/PHILAI	0x7e5ac	0x323	exact	0x00437c61	void philAI::CheckForCreatureUpgrades(void)
SOURCE/PHILAI	0x7e8cf	0x4b5	exact	0x00437fdf	void philAI::CheckBuyStuff(void)
SOURCE/PHILAI	0x7ed84	0x2c9	exact	0x0043849d	i32 philAI::GoodAdjacent(H2_ENUM_PARAM(MapDirection, i32)* direction)
SOURCE/PHILAI	0x7f04d	0x3d2	exact	0x00438785	void philAI::CheckReload(void)
SOURCE/PHILAI	0x7f41f	0x29f	exact	0x00438c3d	void philAI::CheckBerserk(void)
SOURCE/PHILAI	0x7f6be	0x6c	exact	0x00438f3f	void philAI::DimensionDoorTo(i32 x, i32 y)
SOURCE/PHILAI	0x7f72a	0x3b3	exact	0x00438fb0	i32 philAI::DoAnywhereDDoorTownGate(i32 targetValue)
SOURCE/PHILAI	0x7fadd	0x147	exact	0x004393a9	i32 philAI::DoDimensionDoor(hero* pHero)
SOURCE/PHILAI	0x7fc24	0x9c	exact	0x00439501	void philAI::SetupRelativeHeroStrengths(void)
SOURCE/PHILAI	0x7fcc0	0x63	exact	0x004395b8	void ValidateHero(hero* pHero)
SOURCE/PHILAI	0x7fd23	0xb3f	exact	0x00439631	void philAI::DoAI(i32 player)
SOURCE/PHILAI	0x80862	0x3f	exact	0x0043a2de	void philAI::GetGameAIVars(void)
SOURCE/PHILAI	0x808a1	0xcdf	exact	0x0043a329	void philAI::GetTurnAIVars(i32 player)
SOURCE/PHILAI	0x81580	0x59f	exact	0x0043b154	void philAI::GetBestBHC(i32 player, BHC& best)
SOURCE/PHILAI	0x81b1f	0xe4	exact	0x0043b748	hero* philAI::DetermineHeroToMove(i32 player)
SOURCE/PHILAI	0x81c03	0xd66	exact	0x0043b865	i32 philAI::DetermineTargetPosition(
SOURCE/PHILAI	0x82969	0x69d	exact	0x0043c6e2	void philAI::ProbableOutcomeOfBattle(
SOURCE/PHILAI	0x83006	0x13	exact	0x0043ce73	float philAI::GetOddsOfWinning(i32)
SOURCE/PHILAI	0x83019	0x6c0	exact	0x0043ce91	void philAI::ValueOfBuyingBuilding(
SOURCE/PHILAI	0x8372c	0x171	exact	0x0043d6b7	void philAI::GetBestBuilding(town* t, BHC& bhc, float& fOut)
SOURCE/PHILAI	0x8389d	0x266	exact	0x0043d852	void philAI::ValueOfBuyingCreature(
SOURCE/PHILAI	0x83b03	0x2f8	exact	0x0043db58	void philAI::GetBestCreature(town* townPtr, BHC& best, float& bestValue)
SOURCE/PHILAI	0x83dfb	0x3f	exact	0x0043deb3	i32 philAI::CreaturesToBuy(town* t, i32 level)
SOURCE/PHILAI	0x83e3a	0x47	exact	0x0043defb	i32 philAI::CreaturesToBuy(H2_ENUM_PARAM(CreatureType, i32) a, i32 b)
SOURCE/PHILAI	0x83e81	0x82	exact	0x0043df5a	i32 philAI::MaxBuyableCreatures(CreatureType level)
SOURCE/PHILAI	0x83f03	0x20a	exact	0x0043dff6	void philAI::ValueOfBuyingHero(
SOURCE/PHILAI	0x8410d	0x181	exact	0x0043e2a8	void philAI::GetBestHero(town* townPtr, BHC& best, float& bestValue)
SOURCE/PHILAI	0x8428e	0x54	exact	0x0043e459	void philAI::LikelihoodOfEnemyAttacking(
SOURCE/PHILAI	0x842e2	0xf	exact	0x0043e4be	i32 philAI::MeanRVOfUnexploredTerritory(i32)
SOURCE/PHILAI	0x842f1	0x14d	exact	0x0043e4d8	void philAI::GetGameAttentionValue(i32 player)
SOURCE/PHILAI	0x8443e	0xc6	exact	0x0043e6b0	void philAI::GetTurnAttentionValue(i32 player)
SOURCE/PHILAI	0x84504	0x71	exact	0x0043e7a2	i32 philAI::RVConversion(i32* const p)
SOURCE/PHILAI	0x84575	0xcd	exact	0x0043e848	float philAI::TurnsToBuy(i32* const p)
SOURCE/PHILAI	0x84642	0x536	exact	0x0043e918	i32 philAI::RVOfPosition(
SOURCE/PHILAI	0x84b78	0xa89	exact	0x0043ef45	i32 philAI::StrategicValueOfPosition(
SOURCE/PHILAI	0x85601	0x13f	exact	0x0043fa3e	i32 philAI::ValueOfTown(town* t)
SOURCE/PHILAI	0x85740	0x10e	exact	0x0043fb8c	void philAI::TurnCostResource(i32 player)
SOURCE/PHILAI	0x8584e	0x133	exact	0x0043fd0c	float philAI::TurnValueOfObelisk(i32 player)
SOURCE/PHILAI	0x85981	0x47	exact	0x0043fe81	float philAI::FutureDeflator(i32* const p)
SOURCE/PHILAI	0x859c8	0x9a1	exact	0x0043fed2	i32 philAI::FightValueOfStack(
SOURCE/PHILAI	0x86369	0x195	exact	0x00440aca	void philAI::EvaluateOneTimeCreaturePurchase(
SOURCE/PHILAI	0x864fe	0x645	exact	0x00440cb1	i32 philAI::QuickCombat(
SOURCE/PHILAI	0x86b43	0x38d	exact	0x00441419	void philAI::HeroInteractionAtHero(
SOURCE/PHILAI	0x86ed0	0x7b7	exact	0x0044183b	// Army redistribution shares and week thresholds are retail AI policy.
SOURCE/PHILAI	0x87687	0x3d1	exact	0x004420bd	void philAI::RedistributeTroops(
SOURCE/PHILAI	0x87a58	0x23	exact	0x00442577	i32 philAI::ChooseGoldOrExperience(i32, i32)
SOURCE/PHILAI	0x87a7b	0xa4	exact	0x004425b0	void philAI::ChooseEvaluateBattle(
SOURCE/PHILAI	0x87b1f	0xbd	exact	0x00442677	i32 philAI::ChooseToFightForArtifact(
SOURCE/PHILAI	0x87bdc	0x36	exact	0x00442771	i32 philAI::NetValueOfArtifact(i32 a1, i32 a2, i32 a3, i32 a4)
SOURCE/PHILAI	0x87c12	0x12	exact	0x004427c4	i32 philAI::ChooseToPayRansomOnHero(i32)
SOURCE/PHILAI	0x87c24	0xd2	exact	0x004427e1	void philAI::BuildBuilding(town* t, H2_ENUM_PARAM(BuildingSlotType, i32) building)
SOURCE/PHILAI	0x87cf6	0x309	exact	0x004428b8	void philAI::BuildHero(town* townPtr, i32 availableHeroIndex)
SOURCE/PHILAI	0x87fff	0x285	exact	0x00442be0	void philAI::BuildCreature(town* townPtr, i32 dwelling, i32 purchaseCount)
SOURCE/PHILAI	0x88284	0x117	exact	0x00442ead	i32 philAI::CanBuyBHC(BHC& bhc)
SOURCE/PHILAI	0x8839b	0x156	exact	0x00443007	i32 philAI::CombatMonsterEvent(
SOURCE/PHILAI	0x884f1	0x5c3	exact	0x0044316b	i32 philAI::FightEvent(hero* h, mapCell* cell, i32 evaluateOnly)
SOURCE/PHILAI	0x88b14	0x55	exact	0x00443842	i32 philAI::DamageGroup(armyGroup* ag, hero* loser, hero*, float dmg)
SOURCE/PHILAI	0x88b69	0xcc	exact	0x004438b5	void philAI::IncrementHourGlass(void)
SOURCE/PHILAI	0x88c35	0x1f6	exact	0x00443980	void philAI::TownEvent(mapCell* cell, hero* h, i32 x, i32 y)
SOURCE/PHILAI	0x88e2b	0x8a	exact	0x00443ba7	i32 philAI::ComputeUpgradeValue(CreatureType a1, CreatureType a2)
SOURCE/PHILAI	0x88eb5	0x19b	exact	0x00443c54	i32 philAI::ComputeValueOfSS(
SOURCE/PHILAI	0x89070	0x3d	exact	0x00443ec5	i32 philAI::ComputeValueOfFreeSS(
SOURCE/PHILAI	0x890ad	0x70	exact	0x00443f1e	i32 philAI::ManaRefreshValue(hero* h, i32 level)
SOURCE/PHILAI	0x8911d	0x1823	exact	0x00443fc4	// Event rewards, penalties, scratch-slot extents, and score clamps are retail AI policy.
SOURCE/PHILAI	0x8aacf	0x258	exact	0x00445a89	i32 philAI::EvaluateGenericSite(mapCell* cell)
SOURCE/PHILAI	0x8ad43	0x56	exact	0x00445d22	i32 philAI::EvaluateBarrier(mapCell* cell)
SOURCE/PHILAI	0x8ad99	0x56	exact	0x00445d80	i32 philAI::EvaluatePassword(mapCell* cell)
SOURCE/PHILAI	0x8adef	0xcc	exact	0x00445dde	i32 philAI::EvaluateRecruitSite(mapCell* cell)
SOURCE/PHILAI	0x8aecf	0x12	exact	0x00445ed3	i32 philAI::EvaluateJail(mapCell*)
SOURCE/PHILAI	0x8aee1	0xc5	exact	0x00445ef0	void InitAIMapVars(void)
SOURCE/PHILAI	0x8afa6	0xda	exact	0x00445fe6	void CloseAIMapVars(void)
SOURCE/PHILAI	0x8b080	0x1f0	exact	0x004460f8	i32 OnMySide(i32 player)
SOURCE/PHILAI	0x8b270	0x237	exact	0x00446362	i32 philAI::EvaluateArtifactEvent(ArtifactType artifact, i32 eventData)
SOURCE/PHILAI	0x8b4c3	0x2b8	exact	0x0044661e	i32 philAI::EvaluateMineEvent(i32 mineIndex, i32 x, i32 y, i32* liveChance)
SOURCE/PHILAI	0x8b77b	0x2e3	exact	0x00446928	i32 philAI::EvaluateMonsterEvent(CreatureType monsterType, i32 eventData, i32* liveChance)
SOURCE/PHILAI	0x8ba5e	0x4cc	exact	0x00446c66	// Hero-event odds curves and combat premiums are retail AI policy.
SOURCE/PHILAI	0x8bf2a	0x3c7	exact	0x00447211	i32 philAI::EvaluateTownEvent(i32 townId, i32 x, i32 y, i32 mode, i32* liveChance)
SOURCE/RECRUIT	0x8c330	0x1f2	exact	0x0048b310	void SetupRecruitWin(
SOURCE/RECRUIT	0x8c522	0x26b	exact	0x0048b49c	i32 recruitUnit::Open(i32 priority)
SOURCE/RECRUIT	0x8c78d	0xc8	exact	0x0048b6e7	void recruitUnit::Close(void)
SOURCE/RECRUIT	0x8c855	0x115	exact	0x0048b7ce	void recruitUnit::Update(void)
SOURCE/RECRUIT	0x8c96a	0x39d	exact	0x0048b8f0	MessageDispatchResult recruitUnit::Main(struct tag_message& message)
SOURCE/RECRUIT	0x8cd07	0xc4	exact	0x0048bd0b	recruitUnit::recruitUnit(class armyGroup* army, CreatureType creatureType, i16* available)
SOURCE/RECRUIT	0x8cdcb	0xdf	exact	0x0048bdea	recruitUnit::recruitUnit(class town* townData, i32 dwelling, i32 refreshTown)
SOURCE/RECRUIT	0x8ceaa	0x161	exact	0x0048bee5	void QuickViewRecruit(class town* townData, i32 dwelling)
SOURCE/REMOTE	0x8d050	0x14c	exact	0x004a3080	void RemoteCleanup(void)
SOURCE/REMOTE	0x8d1ac	0x5ef	exact	0x004a3208	void RemoteMain(RemoteGameMode gameMode)
SOURCE/REMOTE	0x8d7ab	0x51	exact	0x004a38e2	void UnloadRemoteDriver(i16 networkDriver)
SOURCE/REMOTE	0x8d7fc	0xa0	exact	0x004a3967	i32 calc_crc_long(u8* data, i32 length)
SOURCE/REMOTE	0x8d89c	0x23	exact	0x004a39f4	void calc_crc(u16* crc, u8* data, i32 length)
SOURCE/REMOTE	0x8d8bf	0x7d	exact	0x004a3a20	i32 EncodePacket(u8* data, char source, char destination, i32 length)
SOURCE/REMOTE	0x8d93c	0x10d	exact	0x004a3aa7	i32 DecodePacket(u8* data, i32)
SOURCE/REMOTE	0x8da49	0x148	exact	0x004a3be1	i32 SendRemoteData(u8* dataToSend, u8*, i32 destination, i32 length)
SOURCE/REMOTE	0x8dba1	0x10f	exact	0x004a3d6f	i32 ReceiveRemoteData(u8*, u8* data, i32 decodeType)
SOURCE/REMOTE	0x8dcc0	0x1d2	exact	0x004a3ec7	i32 TransmitRemoteData(
SOURCE/REMOTE	0x8de92	0xdd	exact	0x004a40e1	char* GetRemoteData(i8 remove)
SOURCE/REMOTE	0x8df6f	0x664	exact	0x004a41ec	void PollRemote(void)
SOURCE/REMOTE	0x8e5d3	0x122	exact	0x004a48e0	i32 TransmitAndWait(
SOURCE/REQUEST	0x8e730	0x70	exact	0x0048c920	i32 GetMapHeader(char* filename, struct SMapHeader* header)
SOURCE/REQUEST	0x8e7a0	0x10	exact	0x0048c9a0	i32 CheckSumIsDemoOK(char*)
SOURCE/REQUEST	0x8e7b0	0x1a	exact	0x0048c9bb	i32 ShowThisMapGame(char* filename)
SOURCE/REQUEST	0x8e826	0x10	exact	0x0048ca76	i32 ShowThisMap(char*)
SOURCE/REQUEST	0x8e836	0x723	exact	0x0048ca91	i32 fileRequester::InitializeFiles(char* directory, char* pattern, i32 countOnly)
SOURCE/REQUEST	0x8ef59	0x156	exact	0x0048d252	fileRequester::fileRequester(
SOURCE/REQUEST	0x8f0af	0x4f	exact	0x0048d3c0	i32 fileRequester::MapExistsForFilter(FileRequesterMapSizeFilter filter)
SOURCE/REQUEST	0x8f0fe	0x62	exact	0x0048d423	void fileRequester::SetupFiles(void)
SOURCE/REQUEST	0x8f160	0xa0	exact	0x0048d48f	void fileRequester::CleanUpData(void)
SOURCE/REQUEST	0x8f200	0x75	exact	0x0048d556	void fileRequester::Close(void)
SOURCE/REQUEST	0x8f275	0x44b	exact	0x0048d5e1	i32 fileRequester::Open(i32 id)
SOURCE/REQUEST	0x8f6c0	0x77	exact	0x0048da47	void fileRequester::SetOK(i32 enabled)
SOURCE/REQUEST	0x8f737	0x102a	exact	0x0048daec	MessageDispatchResult fileRequester::Main(struct tag_message& message)
SOURCE/REQUEST	0x9085b	0x25b	exact	0x0048ec9a	void fileRequester::DoKnob(void)
SOURCE/REQUEST	0x90ab6	0xa9e	exact	0x0048ef82	void fileRequester::Update(i32 drawWindow)
SOURCE/REQUEST	0x91554	0x12b	exact	0x0048fbc4	char* fileRequester::GetFilename(void)
SOURCE/SEARCH	0x916c0	0x116	exact	0x004a25e0	i32 searchArray::BuildPath(
SOURCE/SEARCH	0x917d6	0xcc2	exact	0x004a26a0	void searchArray::SeedPosition(
SOURCE/SETUP	0x924e0	0x24	exact	0x00410e90	i32 game::SetupCampaignGame(void)
SOURCE/SETUP	0x92504	0x137	exact	0x00410ebf	i32 game::SetupBaud(void)
SOURCE/SETUP	0x9263b	0x1dc	exact	0x00411000	i32 game::SetupComPort(void)
SOURCE/SETUP	0x92817	0x219	exact	0x00411200	i32 game::SetupHotSeatGame(void)
SOURCE/SETUP	0x92a44	0x120	exact	0x00411438	i32 game::SetupNetworkGame(void)
SOURCE/SETUP	0x92b64	0x281	exact	0x0041155f	i32 game::SetupNetworkGame2(void)
SOURCE/SETUP	0x92de5	0x330	exact	0x00411795	i32 game::SetupModemGame(void)
SOURCE/SETUP	0x93115	0x227	exact	0x00411aac	i32 game::SetupMultiPlayerGame(void)
SOURCE/SETUP	0x9333c	0x554	exact	0x00411d03	i32 game::SetupGame(void)
SOURCE/SETUP	0x938d5	0x28b	exact	0x004123cc	i32 game::PickLoadGame(void)
SOURCE/SETUP	0x93b60	0x13	exact	0x00412676	MessageDispatchResult SetupCampaignGameHandler(struct tag_message& message)
SOURCE/SETUP	0x93b73	0xfe	exact	0x00412694	MessageDispatchResult SetupComPortHandler(struct tag_message& message)
SOURCE/SETUP	0x93c71	0xfe	exact	0x004127d2	MessageDispatchResult SetupBaudHandler(struct tag_message& message)
SOURCE/SETUP	0x93d6f	0xda	exact	0x00412910	MessageDispatchResult SetupHotSeatGameHandler(struct tag_message& message)
SOURCE/SETUP	0x93e5d	0xef	exact	0x00412a28	MessageDispatchResult SetupModemGameHandler(struct tag_message& message)
SOURCE/SETUP	0x93f4c	0xcf	exact	0x00412b56	MessageDispatchResult SetupMultiPlayerGameHandler(struct tag_message& message)
SOURCE/SETUP	0x9401b	0xa1	exact	0x00412c5e	MessageDispatchResult SetupNetworkGameHandler(struct tag_message& message)
SOURCE/SETUP	0x940bc	0xc0	exact	0x00412d35	MessageDispatchResult SetupNetworkGame2Handler(struct tag_message& message)
SOURCE/SETUP	0x9417c	0xe7	exact	0x00412e2d	MessageDispatchResult SetupGameHandler(struct tag_message& message)
SOURCE/SETUP	0x94263	0xa1	exact	0x00412f78	MessageDispatchResult ExpNewCampaignHandler(struct tag_message& message)
SOURCE/SETUP	0x94304	0xa1	exact	0x0041304f	MessageDispatchResult ExpLoadCampaignHandler(struct tag_message& message)
SOURCE/SETUP	0x943a5	0xa1	exact	0x00413126	MessageDispatchResult ExpStdGameHandler(struct tag_message& message)
SOURCE/SETUP	0x94446	0xb5	exact	0x004131fd	MessageDispatchResult BaseSetupHandler(struct tag_message& message)
SOURCE/SMACKMGR	0x94540	0x3f	exact	0x00401000	void ConvertSmackerPalette(u8* paletteData)
SOURCE/SMACKMGR	0x9457f	0x1ea	exact	0x0040104e	void DoAdvance(Smack* smack, i32 drawFrame, i32 advanceFrame, i32 updatePalette, i32 skipPalette)
SOURCE/SMACKMGR	0x94769	0x1149	exact	0x0040126d	void SmackManagerMain(void)
SOURCE/SMACKMGR	0x958e6	0x44	exact	0x004023f9	void ShutDownSmacker(void)
SOURCE/SMACKMGR	0x9592a	0x13b	exact	0x0040244f	i32 PlaySmacker(i32 smackNumber)
SOURCE/SMACKMGR	0x95a65	0x4f	exact	0x004025ce	ExpansionCampaignId ExpansionCampaignRect(i32 x, i32 y)
SOURCE/SMACKMGR	0x95ab4	0x64	exact	0x00402633	i8 PointInRect(i32 x, i32 y, tag_rect* rect)
SOURCE/SMACKMGR	0x95b18	0x243	exact	0x004026bc	void PrintSummaryInfo(SmackSum* summary)
SOURCE/SPELLAI	0x95da0	0x214	exact	0x004867c0	i32 combatManager::DoSpellAI(H2_ENUM_PARAM(CombatSide, i32) side, i32 restricted)
SOURCE/SPELLAI	0x95fb4	0xe32	exact	0x00486a39	void combatManager::DetermineEffectOfSpell(SpellType spell, i32* bestEffect, i32* bestHex)
SOURCE/SPELLAI	0x96f02	0x25d	exact	0x00487b8e	i32 combatManager::EffectSpellCreateCreature(i32 hex, SpellType spell)
SOURCE/SPELLAI	0x9716f	0x579	exact	0x00487eda	i32 combatManager::RawEffectSpellInfluence(army* target, ArmySpellInfluence influence)
SOURCE/SPELLAI	0x97724	0x52	exact	0x00488607	void combatManager::ClearEffects(void)
SOURCE/SPELLAI	0x97776	0x3d	exact	0x0048866d	void combatManager::NextPos(i32* hex)
SOURCE/SPELLAI	0x977b3	0x6c	exact	0x004886ad	i32 combatManager::FirstArmy(i32 startHex, i32 side, i32* hex)
SOURCE/SPELLAI	0x9781f	0x5a	exact	0x0048874e	i32 combatManager::FirstResurrectable(
SOURCE/SPELLAI	0x97879	0x350	exact	0x004887c1	void combatManager::EffectSpellCure(i32* effect, i32 targetSide, i32 targetIndex, i32 cure)
SOURCE/SPELLAI	0x97be4	0x13f	exact	0x00488be2	void combatManager::EffectSpellResurrect(i32* effect, i32 hex, SpellType spell)
SOURCE/SPELLAI	0x97d23	0x959	exact	0x00488d58	void combatManager::EffectSpellDamage(i32* effect, SpellType spell, i32 targetHex)
SOURCE/SPELLS	0x98790	0x67	exact	0x004204c0	i32 combatManager::HasValidSpellTarget(SpellType spell)
SOURCE/SPELLS	0x987f7	0x380	exact	0x00420546	i32 combatManager::ViewSpells(i32)
SOURCE/SPELLS	0x98bc1	0xfb	exact	0x00420990	MessageDispatchResult CombatSpecialHandler(tag_message& message)
SOURCE/SPELLS	0x98cbc	0x23b	exact	0x00420aec	MessageDispatchResult HandleCastSpell(tag_message& message)
SOURCE/SPELLS	0x98f2b	0x204	exact	0x00420d96	i32 combatManager::FindResurrectArmyIndex(
SOURCE/SPELLS	0x9912f	0x332	exact	0x0042107b	i32 combatManager::ValidSpellTarget(SpellType spell, i32 hex)
SOURCE/SPELLS	0x994a8	0x173	exact	0x0042159c	void combatManager::SpellMessage(SpellType spell, i32 hex)
SOURCE/SPELLS	0x99653	0x1ad7	exact	0x004217be	void combatManager::CastSpell(
SOURCE/SPELLS	0x9b22d	0x90	exact	0x00423688	void combatManager::DefaultSpell(i32 targetHex)
SOURCE/SPELLS	0x9b2bd	0x548	exact	0x00423762	void combatManager::Fireball(i32 targetHex, SpellType spell)
SOURCE/SPELLS	0x9b805	0x330	exact	0x00423d85	void combatManager::MeteorShower(i32 targetHex)
SOURCE/SPELLS	0x9bb35	0x2bd	exact	0x0042414e	void combatManager::ElementalStorm(void)
SOURCE/SPELLS	0x9bdf2	0xa64	exact	0x00424449	void combatManager::Armageddon(void)
SOURCE/SPELLS	0x9c856	0x127	exact	0x00424e48	void combatManager::TurnToStone(army* target)
SOURCE/SPELLS	0x9c97d	0x1d3	exact	0x00424f49	void combatManager::BloodLustEffect(
SOURCE/SPELLS	0x9cb50	0x78	exact	0x004250db	void combatManager::Ripple(i32 strength)
SOURCE/SPELLS	0x9cbc8	0x67	exact	0x0042515b	void combatManager::Blur(i32 redAdjust, i32 greenAdjust, i32 blueAdjust)
SOURCE/SPELLS	0x9cc2f	0x25a	exact	0x004251cd	void combatManager::ResetBoltAngle(SBolt* bolt)
SOURCE/SPELLS	0x9ce89	0x42e	exact	0x004254ed	void combatManager::DrawBolt(SBolt* bolt, i32 stepCount)
SOURCE/SPELLS	0x9d2fe	0x212	exact	0x004259dd	void combatManager::AddBolt(
SOURCE/SPELLS	0x9d510	0x922	exact	0x00425c4c	void combatManager::DoBolt(
SOURCE/SPELLS	0x9de32	0x164	exact	0x004266ce	i32 combatManager::GetNextChainLightningTarget(army* source, i32 requireWorks)
SOURCE/SPELLS	0x9df96	0x31d	exact	0x0042685a	void combatManager::ChainLightning(i32 targetHex, i32 spellPower)
