path	line	end	name	signature	kind	properties	va	status	body_sha256	review
include/SOURCE/Modem.h	87	89	TruncateModemResponse	(void)	cpp	inline		read	cb8aeaa4a660dffb5ca168e5d5dabdb406104f3ff9a38b9bbeee2bff24baa550	B26: complete modem framing/state/queue/interface declarations and TruncateModemResponse inline body; implementation covered in B28
include/SOURCE/X_GLOBAL.h	120	122	NextSpellEffectDisplayType	(SpellEffectDisplayType type)	cpp	inline		read	ff856c4ec430cddb63095a9f6e31b97e55bc5dd8d5000178a524c19abd468e27	B10: complete globals/table dimensions and NextSpellEffectDisplayType inline; H15/R12
include/SOURCE/advManager.h	192	194	advManager::GetCommandTargetX	(void)	cpp			unread	cfef48e61f2b4befc09497fd23499ac771d04a134c772f59026030188e9834c0	STALE: B14: complete 441-line adventure owner, unions, cursor/map/remote/event/sound API; two target accessors
include/SOURCE/advManager.h	195	197	advManager::GetCommandTargetY	(void)	cpp			unread	7c6d35393751c879957239acefacb9566444795d7cebad62ddf5857f12b28fa1	STALE: B14: complete 441-line adventure owner, unions, cursor/map/remote/event/sound API; two target accessors
include/SOURCE/army.h	151	153	army::IsAlive	(void)	cpp			unread	484af8231c8027a1f6c616b02f6fff11ed3a2c842b61bc55e2e1f99e569b9715	STALE: B13: complete combat-army layout/lifetime/path/spell API and IsAlive inline; H21 distinguishes group presence
include/SOURCE/combatTypes.h	19	22	operator ^=	(CombatSide & side,i32 mask)	cpp	inline		read	9f63945b9da78fea6b2ad96fa39ba54cb3a3936b4cb2c14b0cb3a7ec37bfe726	B10: complete side/result/facing/direction contracts and eight strict helper bodies; R12
include/SOURCE/combatTypes.h	26	28	OppositeCombatSide	(CombatSide side)	cpp	inline		read	bd61052fbf91f7321a8b9fb7d173e7a407360775421ff227dcc530af62bdd18f	B10: complete side/result/facing/direction contracts and eight strict helper bodies; R12
include/SOURCE/combatTypes.h	41	43	CombatResultForSide	(CombatSide side)	cpp	inline		read	c76a785d9e1ecc6bdd4ea5e762205c8977f62ee0f0c98bf4c92280f8bb17d284	B10: complete side/result/facing/direction contracts and eight strict helper bodies; R12
include/SOURCE/combatTypes.h	45	47	OppositeCombatResult	(CombatResult result)	cpp	inline		read	2f3d3be677d00974e077d736e277b804ba60460b1c53b9e1091ad8fa5dd10591	B10: complete side/result/facing/direction contracts and eight strict helper bodies; R12
include/SOURCE/combatTypes.h	49	51	CombatSideForResult	(CombatResult result)	cpp	inline		read	8a490b6e6652fee58e5ae7496f42a9eba6a8eb13b8efd5ac868bc3a025c2fa47	B10: complete side/result/facing/direction contracts and eight strict helper bodies; R12
include/SOURCE/combatTypes.h	66	68	OppositeArmyFacing	(ArmyFacing facing)	cpp	inline		read	f5a0b32f599bf4985977dce8013f7b72c32425c14aa1a323762e4b77279e1891	B10: complete side/result/facing/direction contracts and eight strict helper bodies; R12
include/SOURCE/combatTypes.h	70	72	ArmyFacingForSide	(CombatSide side)	cpp	inline		read	f32d3335469b30d5a391f562d20ac671e21dd6d7452939ebfa965c8747c06724	B10: complete side/result/facing/direction contracts and eight strict helper bodies; R12
include/SOURCE/combatTypes.h	74	76	ArmyFacingRearHexOffset	(ArmyFacing facing)	cpp	inline		read	c2a3f5f306882627075a0d4230a3a4cd7aefbacaebc3ec6d11292a58828fd286	B10: complete side/result/facing/direction contracts and eight strict helper bodies; R12
include/SOURCE/dpnetwin.h	119	126	DisposeTransportReceiveStorage	(void)	cpp	inline		unread	a454f1e3b9ae49dd0f5bfd21252add11e7982032dd31905a5f16399b19a5c807	STALE: B26: complete DirectPlay transport constants, packed startup, states/interfaces and shared receive storage; no bodies; H64/H65
include/SOURCE/game.h	194	196	game::GetHero	(i32 id)	cpp			unread	ee89e4b771b9e1034e00c8f2d8f67f39f395638f36a19f3683330f7994867b70	STALE: B13: complete game/boat/mine/campaign/save/runtime layouts and API; five existing owner accessors
include/SOURCE/game.h	197	199	game::GetTown	(i32 id)	cpp			unread	81fa841f76e09f48fdad5e41dac3f14c04393f9e6f24dd2c349c607c622abdac	STALE: B13: complete game/boat/mine/campaign/save/runtime layouts and API; five existing owner accessors
include/SOURCE/game.h	200	202	game::GetPlayerHero	(i32 player,i32 index)	cpp			unread	7429ad3a24aa94b95470dbe86a3e927fc1117eed4f1e6c33eb1ab5143c20afd3	STALE: B13: complete game/boat/mine/campaign/save/runtime layouts and API; five existing owner accessors
include/SOURCE/game.h	203	205	game::GetPlayerTown	(i32 player,i32 index)	cpp			unread	435e584962fa7f2658ee309d984a17c7b971648ec0097652593e3bd4637afa01	STALE: B13: complete game/boat/mine/campaign/save/runtime layouts and API; five existing owner accessors
include/SOURCE/game.h	206	208	game::GetPlayerColor	(i32 player)	cpp			unread	5907b6491d1f4eeec5abbc1b75c53831b86c5376fc7b65194ccebc5e4fcd88b7	STALE: B13: complete game/boat/mine/campaign/save/runtime layouts and API; five existing owner accessors
include/SOURCE/hero.h	186	188	hero::IsEmbarked	(void)	cpp			unread	1592ae2b78d79151e81333e0814f859ad2aa1693865217f295e28e19cabe124d	STALE: B13: complete packed runtime/serialized hero/flag/skill domains; IsEmbarked inline; H22/R15
include/SOURCE/playerData.h	81	83	playerData::CurrentHero	(void)	cpp			unread	0636ea9973f16ac21ce7e5c478fc53fc7615c373a94a166c908757eb2e82f663	STALE: B13: complete player/AI layout, signed id lists and eight accessors; H23; GAME implementation separately read in B29
include/SOURCE/playerData.h	84	86	playerData::CurrentTown	(void)	cpp			unread	f10efbd8c22171c85c4862edf083a36b7a9a7668e7449077254078b8ec6c6170	STALE: B13: complete player/AI layout, signed id lists and eight accessors; H23; GAME implementation separately read in B29
include/SOURCE/playerData.h	87	89	playerData::Color	(void)	cpp			unread	d972b04b20dc227fdf3359eed4f264f945a5f8adb8b6bf8974625bdfeb0a66f7	STALE: B13: complete player/AI layout, signed id lists and eight accessors; H23; GAME implementation separately read in B29
include/SOURCE/playerData.h	90	92	playerData::HeroCount	(void)	cpp			unread	abf7c1a25e1ab5274c44370d192b3e9520ed4a2d44fd57156681870a1f53e653	STALE: B13: complete player/AI layout, signed id lists and eight accessors; H23; GAME implementation separately read in B29
include/SOURCE/playerData.h	93	95	playerData::TownCount	(void)	cpp			unread	7260edfdd4e1db5927e910af2abf86a028ee5560696827da76a6b71a7638fcce	STALE: B13: complete player/AI layout, signed id lists and eight accessors; H23; GAME implementation separately read in B29
include/SOURCE/playerData.h	96	98	playerData::HeroId	(i32 index)	cpp			unread	fc10e067f40324314a3346b22c6a0d28bfc8a0e7125bad4867a91d987400ddde	STALE: B13: complete player/AI layout, signed id lists and eight accessors; H23; GAME implementation separately read in B29
include/SOURCE/playerData.h	99	101	playerData::TownId	(i32 index)	cpp			unread	e05e21975f04e16c52dd808c378bbf695e04bef6b47f54e498be3a4278a33cc0	STALE: B13: complete player/AI layout, signed id lists and eight accessors; H23; GAME implementation separately read in B29
include/SOURCE/playerData.h	102	104	playerData::AvailableHeroId	(i32 index)	cpp			unread	ff238a75079de6fb76590f8ed0b55f23ecfff8b7adb9302c1f440408236abe66	STALE: B13: complete player/AI layout, signed id lists and eight accessors; H23; GAME implementation separately read in B29
include/SOURCE/searchArray.h	111	113	searchArray::GetRow	(i32 y,i32 width)	cpp			read	6d312102aaafb6f926cba0340a55172af7cfab8c9b4527a9fdf7add027c4e33d	B14: complete queue/searchCell/searchNode/path union layouts and four existing accessors; H27/R16
include/SOURCE/searchArray.h	114	116	searchArray::GetColumn	(i32 x)	cpp			read	60c14c12d2b460272f8f34fd4746262019957927bc053c2ccbd99cb9148a0dff	B14: complete queue/searchCell/searchNode/path union layouts and four existing accessors; H27/R16
include/SOURCE/searchArray.h	117	119	searchArray::GetNode	(i32 x,i32 y)	cpp			read	e03b83cd9ba3e44c47e91e5c59b6f5c413c5d050d81b26243052a290b1b45d26	B14: complete queue/searchCell/searchNode/path union layouts and four existing accessors; H27/R16
include/SOURCE/searchArray.h	166	168	searchArray::GetCell	(i32 x,i32 y)	cpp			read	a6592d289204f9f17ee4dca00ddc8365a81d5afa159bf3c4935955649a7e8948	B14: complete queue/searchCell/searchNode/path union layouts and four existing accessors; H27/R16
include/SOURCE/town.h	113	115	town::OccupyingHero	(void)	cpp			unread	f4fbfd3ff350ea2c5cba93b8a5ca77fcead4caa8092506a5b5bf1ab7fedbfd69	STALE: B12: complete building masks, faction aliases, packed spell/count union; OccupyingHero inline; H20
include/SOURCE/townManager.h	71	73	townManager::SetTown	(class town * townData)	cpp			read	776ebed4780cbc37af7d1ea6b4361447bd25155b015debe84b7d5dd078419338	B29: complete packed town-manager layout/interface and SetTown inline; pointer assignment is not context activation; implementation covered in B30
src/BASE/AudiereEffects.cpp	25	52	PurgeFinishedAudiereSamples	(void)	cpp		0x004cc740	read	1895af355783ad151ec217073fcf684a7d3cfe6c356dfab56fd47b3fe9f07f53	B06: 13 bodies incl empty node destructor; full list/iteration/stream lifecycle; R08
src/BASE/AudiereEffects.cpp	55	62	FindAudiereSample	(class sample * sampleResource)	cpp		0x004cc8b0	read	5d27b5d8fe827833203eadc777d654fd4163d086c241633980a445f87a763b65	B06: 13 bodies incl empty node destructor; full list/iteration/stream lifecycle; R08
src/BASE/AudiereEffects.cpp	65	120	PlayAudiereSample	(class sample * sampleResource,audiere::AudioDevicePtr device)	cpp		0x004cc8f0	read	36c239701919a8ea201728c41fc2fab67d2a6838fe53ef27d1acdf8703001f9d	B06: 13 bodies incl empty node destructor; full list/iteration/stream lifecycle; R08
src/BASE/AudiereEffects.cpp	123	128	AudiereSamplePlaying	(class sample * sampleResource)	cpp		0x004ccc90	read	51a30a5f89352f6a9e8ab292744310ca22f79ee856b90086ee23ecdf65e22a7e	B06: 13 bodies incl empty node destructor; full list/iteration/stream lifecycle; R08
src/BASE/AudiereEffects.cpp	131	140	StopAudiereSample	(class sample * sampleResource)	cpp		0x004cccd0	read	be3c113500e2d319d5740ba53ac84d3a0ef132a3d24ece4660a60e786c66a63c	B06: 13 bodies incl empty node destructor; full list/iteration/stream lifecycle; R08
src/BASE/AudiereEffects.cpp	143	151	SetAudiereSampleVolume	(class sample * sampleResource,i32 volume)	cpp		0x004ccd40	read	53bb8b9de416217046609268971503906ca5c8aa145a7adf0901528a62d1f019	B06: 13 bodies incl empty node destructor; full list/iteration/stream lifecycle; R08
src/BASE/AudiereEffects.cpp	154	163	WaitForAudiereSample	(class sample * sampleResource)	cpp		0x004ccdb0	read	02c7fe96fd7eeabae752a4da73b82203bb880559701d863beb866ee4c5761cdf	B06: 13 bodies incl empty node destructor; full list/iteration/stream lifecycle; R08
src/BASE/AudiereEffects.cpp	166	175	StopAllAudiereSamples	(void)	cpp		0x004cce20	read	c8176c583ff4200e56814b1c6398b76508b162f229807b10ba350d73c5c79a8f	B06: 13 bodies incl empty node destructor; full list/iteration/stream lifecycle; R08
src/BASE/AudiereEffects.cpp	178	186	SetAllAudiereSampleVolumes	(i32 volume)	cpp		0x004ccea0	read	cc0f0b8f9a0b9e538addb030313ad3890b4297ad3f4b0c23fc25acfb26a5e4ac	B06: 13 bodies incl empty node destructor; full list/iteration/stream lifecycle; R08
src/BASE/AudiereEffects.cpp	189	191	BeginAudiereSampleIteration	(void)	cpp		0x004ccf10	read	472f42953fef429d2a75595d43981e3c433c554c720d98005a9fdca077caf376	B06: 13 bodies incl empty node destructor; full list/iteration/stream lifecycle; R08
src/BASE/AudiereEffects.cpp	194	196	EndAudiereSampleIteration	(void)	cpp		0x004ccf30	read	26723cf22eb4464bf805e26560bcc58346a2f00457db288a8e838672db64fbba	B06: 13 bodies incl empty node destructor; full list/iteration/stream lifecycle; R08
src/BASE/AudiereEffects.cpp	199	201	AudiereSampleIterationActive	(void)	cpp		0x004ccf50	read	08c442577bdbccbbc9021ed140e3be93da80ff5a154397fd1e35efd3513c68f7	B06: 13 bodies incl empty node destructor; full list/iteration/stream lifecycle; R08
src/BASE/AudiereEffects.cpp	203	203	AudiereSampleNode::~AudiereSampleNode	()	cpp			read	b03ca966f8230713c962026aeb8a3c54501d05cd5079dc20cde4ddc60ae0d9c1	B06: 13 bodies incl empty node destructor; full list/iteration/stream lifecycle; R08
src/BASE/AudiereMusic.cpp	50	61	StopAudiereMusic	(i32 & currentTrack)	cpp		0x004cd260	read	494fbce576d9c1af93537b08eaa92c95fa6ddc2d5466942747cf1c5fe9d618aa	B06: 7 bodies; stream ownership, reset/play/position/fade contracts; H07/R08
src/BASE/AudiereMusic.cpp	64	66	AudiereMusicAvailable	(void)	cpp		0x004cd3a0	read	4f4789af2e693a8f025d07d949a5b245c3efd33d7dc41fa3120cb4ff4a735974	B06: 7 bodies; stream ownership, reset/play/position/fade contracts; H07/R08
src/BASE/AudiereMusic.cpp	69	73	AudiereMusicPlaying	(void)	cpp		0x004cd3b0	read	8c25105b4bc88a681dc19365d30132eb97dc9fb71cb7ebb0fb4c667e60249b41	B06: 7 bodies; stream ownership, reset/play/position/fade contracts; H07/R08
src/BASE/AudiereMusic.cpp	76	81	StartupAudiereMusic	(audiere::AudioDevicePtr device)	cpp		0x004cd3f0	read	1572272ec51ed2a16afbe2300577759f270c1310e45fb66736f80a42155d2445	B06: 7 bodies; stream ownership, reset/play/position/fade contracts; H07/R08
src/BASE/AudiereMusic.cpp	84	94	ResetAudiereMusic	(void)	cpp		0x004cd490	read	d7b260bdfd990138e48e770364827d5b9ad2032a77924dd88d7cfa5a77b373ab	B06: 7 bodies; stream ownership, reset/play/position/fade contracts; H07/R08
src/BASE/AudiereMusic.cpp	97	117	SetAudiereMusicVolume	(i32 volume,i32 fading)	cpp		0x004cd5d0	read	214448fb1840ce6a4c1a9405d41fb62b95e88f657b82874e7a5990409304ec4a	B06: 7 bodies; stream ownership, reset/play/position/fade contracts; H07/R08
src/BASE/AudiereMusic.cpp	120	165	PlayAudiereMusic	(audiere::AudioDevicePtr device,i32 & currentTrack,i32 & fadeSteps,i32 track)	cpp		0x004cd680	read	c8930bed3d959f62b042562cb5d36a3d9b57ea61e3108bb2f60eea67cd905495	B06: 7 bodies; stream ownership, reset/play/position/fade contracts; H07/R08
src/BASE/BASEMGR.cpp	7	14	baseManager::baseManager	(void)	cpp		0x004b5660	read	7e63812fdfb400fa776ed1b78d798cad377e3de4036f14233494f81cddaf54f5	B03: 1 body; manager inactive/link initialization
src/BASE/BITMAP.cpp	15	21	bitmap::bitmap	(void)	cpp		0x004c5cd0	read	959c642ddf7a30b68422335f30ca5d0f99018d25b9521ded1ac854015b9ef4df	B04: 15 bodies including 3 unannotated accessors; allocation, blit/careful clipping; H09/H10
src/BASE/BITMAP.cpp	24	30	bitmap::bitmap	(BitmapType type,i16 width,i16 height)	cpp		0x004c5d50	read	b5d565d71640ebe9741c54d4823eae92355098684498256b52e1cd58c58e6476	B04: 15 bodies including 3 unannotated accessors; allocation, blit/careful clipping; H09/H10
src/BASE/BITMAP.cpp	33	45	bitmap::bitmap	(u32l id)	cpp		0x004c5df0	read	cafdda0af8472e2aedefd20f9b8788b0e19b0fd28ae836aff5fc6f67a51675ea	B04: 15 bodies including 3 unannotated accessors; allocation, blit/careful clipping; H09/H10
src/BASE/BITMAP.cpp	48	52	bitmap::~bitmap	()	cpp		0x004c5ee0	read	87c197f6682905f2a36d14e28f60da14a7d9fd3460f5bc4136f16b35e5634ee6	B04: 15 bodies including 3 unannotated accessors; allocation, blit/careful clipping; H09/H10
src/BASE/BITMAP.cpp	55	87	bitmap::DrawToBufferCareful	(i16 x,i16 y)	cpp		0x004c5f30	read	30f7260a48c254fe2a63443834a81f36463a06a8335346d8e2743ef04edfb902	B04: 15 bodies including 3 unannotated accessors; allocation, blit/careful clipping; H09/H10
src/BASE/BITMAP.cpp	90	94	bitmap::DrawToBuffer	(i16 x,i16 y)	cpp		0x004c6090	read	9dcb2e9b61ad90bf914bde013e05da7fbdfac76e62f8c69e04cbb9a88cf5c549	B04: 15 bodies including 3 unannotated accessors; allocation, blit/careful clipping; H09/H10
src/BASE/BITMAP.cpp	97	101	bitmap::DrawToScreen	(i16 x,i16 y)	cpp		0x004c60e0	read	f113141ca942dacaae969240a95a1908d8019a2fd1ae0f8b59b7fc5f4e017487	B04: 15 bodies including 3 unannotated accessors; allocation, blit/careful clipping; H09/H10
src/BASE/BITMAP.cpp	104	106	bitmap::GrabScreen	(i16 x,i16 y)	cpp		0x004c6120	read	54aa6e428487cd4fbee8afb85a53f6d68d5b503e5f38777b9b9d39a6fe2f1672	B04: 15 bodies including 3 unannotated accessors; allocation, blit/careful clipping; H09/H10
src/BASE/BITMAP.cpp	109	111	bitmap::GrabBitmap	(class bitmap * src,i16 x,i16 y)	cpp		0x004c6150	read	df344c5125729f73168f96184e476470459eca05419528ed9886fc123af821de	B04: 15 bodies including 3 unannotated accessors; allocation, blit/careful clipping; H09/H10
src/BASE/BITMAP.cpp	114	145	bitmap::GrabBitmapCareful	(class bitmap * source,i16 x,i16 y)	cpp		0x004c6190	read	7323eff331a1eb3c54891a8f8591403ed05f5d8fcb3760a664e034dc0cd0d285	B04: 15 bodies including 3 unannotated accessors; allocation, blit/careful clipping; H09/H10
src/BASE/BITMAP.cpp	148	174	bitmap::CopyTo	(class bitmap * destination,i32 destinationX,i32 destinationY,i32 sourceX,i32 sourceY,i32 width,i32 height)	cpp		0x004c62c0	read	a77f459b0549493e76fd5a7166e7a6dd274efa7dbb2c449fa3f50b52561aaadd	B04: 15 bodies including 3 unannotated accessors; allocation, blit/careful clipping; H09/H10
src/BASE/BITMAP.cpp	176	178	BitmapWidth	(bitmap * value)	cpp	inline,static		read	c8aebc12ba677a779e213cd79bb1db706f1b7ade1c601845b8124433b84728bd	B04: 15 bodies including 3 unannotated accessors; allocation, blit/careful clipping; H09/H10
src/BASE/BITMAP.cpp	180	182	BitmapPixels	(bitmap * value)	cpp	inline,static		read	e7582d294d1d0217f2350ab8cabbe0d0ed03147b9cfac1a12b59005e37ca18b6	B04: 15 bodies including 3 unannotated accessors; allocation, blit/careful clipping; H09/H10
src/BASE/BITMAP.cpp	184	186	BitmapPixels	(bitmap * value,i32 offset)	cpp	inline,static		read	004d410d8d2afddda18fb67797ffcca555271ebf223766fc93828a55333abb9f	B04: 15 bodies including 3 unannotated accessors; allocation, blit/careful clipping; H09/H10
src/BASE/BITMAP.cpp	189	207	bitmap::CopyToCareful	(class bitmap * destination,i32 destinationX,i32 destinationY,i32 sourceX,i32 sourceY,i32 width,i32 height)	cpp		0x004c6380	read	a26646db93107c8e5c7776f03583e205777e6e30d06d1d481245f2ff019e52ac	B04: 15 bodies including 3 unannotated accessors; allocation, blit/careful clipping; H09/H10
